STATION,CRYPT,CORE,SWPW,COLLECT_DATE,TEST_NAME,VALUE,UNITS
C2C7,2,7,PW,09/15/2014 13:27,CL,6141,mg/L
C2C7,2,7,PW,09/21/2014 19:03,CL,5325,mg/L
C2C7,2,7,PW,09/29/2014 09:09,CL,4962,mg/L
C2C7,2,7,PW,10/ 5/2014 10:00,CL,5401,mg/L
C2C7,2,7,PW,10/13/2014 08:35,CL,5971,mg/L
C2C7,2,7,PW,10/20/2014 10:00,CL,6195,mg/L
C2C7,2,7,PW,10/27/2014 09:15,CL,6402,mg/L
C2C7,2,7,PW,11/ 3/2014 08:55,CL,5384,mg/L
C2C7,2,7,PW,11/10/2014 13:00,CL,5478,mg/L
C2C7,2,7,PW,11/17/2014 07:57,CL,5598,mg/L
C2C7,2,7,PW,11/23/2014 13:00,CL,5588.178,mg/L
C2C7,2,7,PW,12/ 1/2014 12:00,CL,5989.904,mg/L
C2C8,2,8,PW,09/ 7/2014 14:10,CL,5756,mg/L
C2C8,2,8,PW,09/15/2014 13:30,CL,6474,mg/L
C2C8,2,8,PW,09/21/2014 19:05,CL,5150,mg/L
C2C8,2,8,PW,09/29/2014 09:11,CL,5111,mg/L
C2C8,2,8,PW,10/ 5/2014 10:00,CL,5652,mg/L
C2C8,2,8,PW,10/13/2014 08:37,CL,5846,mg/L
C2C8,2,8,PW,10/20/2014 10:00,CL,5462,mg/L
C2C8,2,8,PW,10/27/2014 09:18,CL,6444,mg/L
C2C8,2,8,PW,11/ 3/2014 08:57,CL,5611,mg/L
C2C8,2,8,PW,11/10/2014 13:00,CL,5798,mg/L
C2C8,2,8,PW,11/17/2014 07:59,CL,5628,mg/L
C2C8,2,8,PW,11/23/2014 13:00,CL,5512.401,mg/L
C2C8,2,8,PW,12/ 1/2014 12:00,CL,5431.205,mg/L
C3C10,3,10,PW,09/ 7/2014 14:30,CL,11321,mg/L
C3C10,3,10,PW,09/15/2014 13:59,CL,11640,mg/L
C3C10,3,10,PW,09/21/2014 19:27,CL,11687,mg/L
C3C10,3,10,PW,09/29/2014 09:33,CL,9653,mg/L
C3C10,3,10,PW,10/ 5/2014 10:00,CL,10810,mg/L
C3C10,3,10,PW,10/13/2014 08:57,CL,11337,mg/L
C3C10,3,10,PW,10/20/2014 10:00,CL,11816,mg/L
C3C10,3,10,PW,10/27/2014 09:40,CL,12359,mg/L
C3C10,3,10,PW,11/ 3/2014 09:17,CL,11743,mg/L
C3C10,3,10,PW,11/10/2014 13:00,CL,11970,mg/L
C3C10,3,10,PW,11/17/2014 08:21,CL,11487,mg/L
C3C10,3,10,PW,11/23/2014 13:00,CL,11096.649,mg/L
C3C10,3,10,PW,12/ 1/2014 12:00,CL,10852.021,mg/L
C3C11,3,11,PW,09/ 7/2014 14:39,CL,10915,mg/L
C3C11,3,11,PW,09/15/2014 14:01,CL,11783,mg/L
C3C11,3,11,PW,09/21/2014 19:39,CL,11146,mg/L
C3C11,3,11,PW,09/29/2014 09:35,CL,10536,mg/L
C3C11,3,11,PW,10/ 5/2014 10:00,CL,11323,mg/L
C3C11,3,11,PW,10/13/2014 08:59,CL,11953,mg/L
C3C11,3,11,PW,10/20/2014 10:00,CL,11922,mg/L
C3C11,3,11,PW,10/27/2014 09:42,CL,13711,mg/L
C3C11,3,11,PW,11/ 3/2014 09:20,CL,11291,mg/L
C3C11,3,11,PW,11/10/2014 13:00,CL,12032,mg/L
C3C11,3,11,PW,11/17/2014 08:24,CL,11730,mg/L
C3C11,3,11,PW,11/23/2014 13:00,CL,11114.8,mg/L
C3C11,3,11,PW,12/ 1/2014 12:00,CL,11078.582,mg/L
C3C12,3,12,PW,09/ 7/2014 14:50,CL,11118,mg/L
C3C12,3,12,PW,09/15/2014 14:06,CL,12171,mg/L
C3C12,3,12,PW,09/22/2014 07:54,CL,11442,mg/L
C3C12,3,12,PW,09/29/2014 09:36,CL,11180,mg/L
C3C12,3,12,PW,10/ 5/2014 10:00,CL,11407,mg/L
C3C12,3,12,PW,10/13/2014 09:01,CL,11572,mg/L
C3C12,3,12,PW,10/20/2014 10:00,CL,11390,mg/L
C3C12,3,12,PW,10/27/2014 09:45,CL,12312,mg/L
C3C12,3,12,PW,11/ 3/2014 09:22,CL,11110,mg/L
C3C12,3,12,PW,11/10/2014 13:00,CL,10135,mg/L
C3C12,3,12,PW,11/17/2014 08:26,CL,11386,mg/L
C3C12,3,12,PW,11/23/2014 13:00,CL,11325.289,mg/L
C3C12,3,12,PW,12/ 1/2014 12:00,CL,11186.492,mg/L
C3C9,3,9,PW,09/ 7/2014 14:19,CL,10539,mg/L
C3C9,3,9,PW,09/15/2014 13:54,CL,13005,mg/L
C3C9,3,9,PW,09/21/2014 19:56,CL,11438,mg/L
C3C9,3,9,PW,09/29/2014 09:31,CL,10077,mg/L
C3C9,3,9,PW,10/ 5/2014 10:00,CL,12148,mg/L
C3C9,3,9,PW,10/13/2014 08:55,CL,12258,mg/L
C3C9,3,9,PW,10/20/2014 10:00,CL,12018,mg/L
C3C9,3,9,PW,10/27/2014 09:38,CL,14258,mg/L
C3C9,3,9,PW,11/ 3/2014 09:13,CL,10750,mg/L
C3C9,3,9,PW,11/10/2014 13:00,CL,11429,mg/L
C3C9,3,9,PW,11/17/2014 08:19,CL,11115,mg/L
C3C9,3,9,PW,11/23/2014 13:00,CL,10809.522,mg/L
C3C9,3,9,PW,12/ 1/2014 12:00,CL,11149.867,mg/L
C4C13,4,13,PW,09/ 7/2014 15:00,CL,5240,mg/L
C4C13,4,13,PW,09/15/2014 14:10,CL,5879,mg/L
C4C13,4,13,PW,09/21/2014 19:32,CL,5853,mg/L
C4C13,4,13,PW,09/29/2014 09:56,CL,5233,mg/L
C4C13,4,13,PW,10/ 5/2014 10:00,CL,5274,mg/L
C4C13,4,13,PW,10/13/2014 09:38,CL,6002,mg/L
C4C13,4,13,PW,10/20/2014 10:00,CL,6061,mg/L
C4C13,4,13,PW,10/27/2014 10:27,CL,6236,mg/L
C4C13,4,13,PW,11/ 3/2014 09:51,CL,5469,mg/L
C4C13,4,13,PW,11/10/2014 13:00,CL,5749,mg/L
C4C13,4,13,PW,11/17/2014 09:04,CL,5874,mg/L
C4C13,4,13,PW,11/23/2014 13:00,CL,5494.855,mg/L
C4C13,4,13,PW,12/ 1/2014 12:00,CL,5206.522,mg/L
C4C14,4,14,PW,09/ 7/2014 15:10,CL,5616,mg/L
C4C14,4,14,PW,09/15/2014 14:15,CL,5669,mg/L
C4C14,4,14,PW,09/21/2014 19:43,CL,5551,mg/L
C4C14,4,14,PW,09/29/2014 09:58,CL,4935,mg/L
C4C14,4,14,PW,10/ 5/2014 10:00,CL,5185,mg/L
C4C14,4,14,PW,10/13/2014 09:40,CL,6054,mg/L
C4C14,4,14,PW,10/20/2014 10:00,CL,6080,mg/L
C4C14,4,14,PW,10/27/2014 10:30,CL,6550,mg/L
C4C14,4,14,PW,11/ 3/2014 09:54,CL,5948,mg/L
C4C14,4,14,PW,11/10/2014 13:00,CL,5616,mg/L
C4C14,4,14,PW,11/17/2014 09:06,CL,5687,mg/L
C4C14,4,14,PW,11/23/2014 13:00,CL,5480.465,mg/L
C4C14,4,14,PW,12/ 1/2014 12:00,CL,5751.425,mg/L
C4C15,4,15,PW,09/ 7/2014 15:20,CL,5660,mg/L
C4C15,4,15,PW,09/15/2014 14:24,CL,5913,mg/L
C4C15,4,15,PW,09/22/2014 07:57,CL,4680,mg/L
C4C15,4,15,PW,09/29/2014 10:00,CL,5281,mg/L
C4C15,4,15,PW,10/ 5/2014 10:00,CL,5502,mg/L
C4C15,4,15,PW,10/13/2014 09:42,CL,6184,mg/L
C4C15,4,15,PW,10/20/2014 10:00,CL,6406,mg/L
C4C15,4,15,PW,10/27/2014 10:32,CL,6144,mg/L
C4C15,4,15,PW,11/ 3/2014 09:56,CL,5745,mg/L
C4C15,4,15,PW,11/10/2014 13:00,CL,5693,mg/L
C4C15,4,15,PW,11/17/2014 09:09,CL,5511,mg/L
C4C15,4,15,PW,11/23/2014 13:00,CL,5526.583,mg/L
C4C15,4,15,PW,12/ 1/2014 12:00,CL,5610.148,mg/L
C4C16,4,16,PW,09/ 7/2014 15:29,CL,5823,mg/L
C4C16,4,16,PW,09/15/2014 14:30,CL,5780,mg/L
C4C16,4,16,PW,09/22/2014 07:59,CL,5702,mg/L
C4C16,4,16,PW,09/29/2014 10:03,CL,5612,mg/L
C4C16,4,16,PW,10/ 5/2014 10:00,CL,5322,mg/L
C4C16,4,16,PW,10/13/2014 09:44,CL,6146,mg/L
C4C16,4,16,PW,10/20/2014 10:00,CL,5931,mg/L
C4C16,4,16,PW,10/27/2014 10:34,CL,5796,mg/L
C4C16,4,16,PW,11/ 3/2014 09:56,CL,5546,mg/L
C4C16,4,16,PW,11/10/2014 13:00,CL,5929,mg/L
C4C16,4,16,PW,11/17/2014 09:11,CL,6289,mg/L
C4C16,4,16,PW,11/23/2014 13:00,CL,5776.308,mg/L
C4C16,4,16,PW,12/ 1/2014 12:00,CL,5279.359,mg/L
C5C17,5,17,PW,09/ 7/2014 15:40,CL,9342,mg/L
C5C17,5,17,PW,09/15/2014 14:35,CL,10814,mg/L
C5C17,5,17,PW,09/23/2014 11:19,CL,11484,mg/L
C5C17,5,17,PW,09/29/2014 10:12,CL,11988,mg/L
C5C17,5,17,PW,10/ 5/2014 10:00,CL,11476,mg/L
C5C17,5,17,PW,10/13/2014 10:11,CL,11936,mg/L
C5C17,5,17,PW,10/20/2014 10:00,CL,7198,mg/L
C5C17,5,17,PW,10/27/2014 11:17,CL,11953,mg/L
C5C17,5,17,PW,11/ 3/2014 10:45,CL,10929,mg/L
C5C17,5,17,PW,11/10/2014 13:00,CL,11416,mg/L
C5C17,5,17,PW,11/17/2014 09:33,CL,11670,mg/L
C5C17,5,17,PW,11/23/2014 13:00,CL,11081.389,mg/L
C5C17,5,17,PW,12/ 1/2014 12:00,CL,11303.707,mg/L
C5C18,5,18,PW,09/ 7/2014 15:49,CL,10903,mg/L
C5C18,5,18,PW,09/15/2014 14:50,CL,15492,mg/L
C5C18,5,18,PW,09/23/2014 11:30,CL,10701,mg/L
C5C18,5,18,PW,09/29/2014 10:20,CL,12564,mg/L
C5C18,5,18,PW,10/ 5/2014 10:00,CL,10875,mg/L
C5C18,5,18,PW,10/13/2014 10:12,CL,12322,mg/L
C5C18,5,18,PW,10/20/2014 10:00,CL,5948,mg/L
C5C18,5,18,PW,10/27/2014 11:19,CL,12723,mg/L
C5C18,5,18,PW,11/ 3/2014 10:47,CL,11513,mg/L
C5C18,5,18,PW,11/10/2014 13:00,CL,11336,mg/L
C5C18,5,18,PW,11/17/2014 09:36,CL,11915,mg/L
C5C18,5,18,PW,11/23/2014 13:00,CL,11124.622,mg/L
C5C18,5,18,PW,12/ 1/2014 12:00,CL,11295.361,mg/L
C5C19,5,19,PW,09/ 7/2014 16:00,CL,11118,mg/L
C5C19,5,19,PW,09/15/2014 15:00,CL,14581,mg/L
C5C19,5,19,PW,09/23/2014 11:32,CL,11065,mg/L
C5C19,5,19,PW,09/29/2014 10:25,CL,10594,mg/L
C5C19,5,19,PW,10/ 5/2014 10:00,CL,11424,mg/L
C5C19,5,19,PW,10/13/2014 10:14,CL,12936,mg/L
C5C19,5,19,PW,10/20/2014 10:00,CL,5708,mg/L
C5C19,5,19,PW,10/27/2014 11:21,CL,10597,mg/L
C5C19,5,19,PW,11/ 3/2014 10:48,CL,11255,mg/L
C5C19,5,19,PW,11/10/2014 13:00,CL,11727,mg/L
C5C19,5,19,PW,11/17/2014 09:38,CL,11907,mg/L
C5C19,5,19,PW,11/23/2014 13:00,CL,11286.793,mg/L
C5C19,5,19,PW,12/ 1/2014 12:00,CL,9878.179,mg/L
C5C20,5,20,PW,09/ 7/2014 16:09,CL,10764,mg/L
C5C20,5,20,PW,09/15/2014 15:02,CL,14498,mg/L
C5C20,5,20,PW,09/23/2014 11:35,CL,10614,mg/L
C5C20,5,20,PW,09/29/2014 10:32,CL,11588,mg/L
C5C20,5,20,PW,10/ 5/2014 10:00,CL,11029,mg/L
C5C20,5,20,PW,10/13/2014 10:16,CL,12637,mg/L
C5C20,5,20,PW,10/20/2014 10:00,CL,5933,mg/L
C5C20,5,20,PW,10/27/2014 11:23,CL,11923,mg/L
C5C20,5,20,PW,11/ 3/2014 10:50,CL,10456,mg/L
C5C20,5,20,PW,11/10/2014 13:00,CL,10666,mg/L
C5C20,5,20,PW,11/17/2014 09:40,CL,11179,mg/L
C5C20,5,20,PW,11/23/2014 13:00,CL,11482.279,mg/L
C5C20,5,20,PW,12/ 1/2014 12:00,CL,9719.564,mg/L
C6C21,6,21,PW,09/ 7/2014 16:20,CL,5698,mg/L
C6C21,6,21,PW,09/15/2014 15:04,CL,6438,mg/L
C6C21,6,21,PW,09/23/2014 13:30,CL,6339,mg/L
C6C21,6,21,PW,09/29/2014 10:41,CL,5347,mg/L
C6C21,6,21,PW,10/ 5/2014 10:00,CL,7635,mg/L
C6C21,6,21,PW,10/13/2014 10:41,CL,5981,mg/L
C6C21,6,21,PW,10/20/2014 10:00,CL,10906,mg/L
C6C21,6,21,PW,10/27/2014 11:44,CL,5450,mg/L
C6C21,6,21,PW,11/ 3/2014 11:08,CL,5413,mg/L
C6C21,6,21,PW,11/10/2014 13:00,CL,5302,mg/L
C6C21,6,21,PW,11/17/2014 10:12,CL,6252,mg/L
C6C21,6,21,PW,11/24/2014 13:00,CL,5625.33,mg/L
C6C21,6,21,PW,12/ 1/2014 12:00,CL,5343.771,mg/L
C6C22,6,22,PW,09/ 7/2014 16:30,CL,5696,mg/L
C6C22,6,22,PW,09/15/2014 15:06,CL,6224,mg/L
C6C22,6,22,PW,09/23/2014 13:39,CL,5830,mg/L
C6C22,6,22,PW,09/29/2014 11:19,CL,5518,mg/L
C6C22,6,22,PW,10/ 5/2014 10:00,CL,5291,mg/L
C6C22,6,22,PW,10/13/2014 10:43,CL,6232,mg/L
C6C22,6,22,PW,10/20/2014 10:00,CL,10581,mg/L
C6C22,6,22,PW,10/27/2014 11:46,CL,5799,mg/L
C6C22,6,22,PW,11/ 3/2014 11:08,CL,5202,mg/L
C6C22,6,22,PW,11/10/2014 13:00,CL,5260,mg/L
C6C22,6,22,PW,11/17/2014 10:14,CL,5602,mg/L
C6C22,6,22,PW,11/23/2014 13:00,CL,5749.607,mg/L
C6C22,6,22,PW,12/ 1/2014 12:00,CL,5382.017,mg/L
C6C23,6,23,PW,09/ 7/2014 16:40,CL,5608,mg/L
C6C23,6,23,PW,09/15/2014 15:11,CL,6486,mg/L
C6C23,6,23,PW,09/23/2014 13:45,CL,6307,mg/L
C6C23,6,23,PW,09/29/2014 11:21,CL,5180,mg/L
C6C23,6,23,PW,10/ 5/2014 10:00,CL,5777,mg/L
C6C23,6,23,PW,10/13/2014 10:47,CL,6517,mg/L
C6C23,6,23,PW,10/20/2014 10:00,CL,12728,mg/L
C6C23,6,23,PW,10/27/2014 11:46,CL,5858,mg/L
C6C23,6,23,PW,11/ 3/2014 11:12,CL,5308,mg/L
C6C23,6,23,PW,11/10/2014 13:00,CL,5178,mg/L
C6C23,6,23,PW,11/17/2014 10:16,CL,5610,mg/L
C6C23,6,23,PW,11/23/2014 13:00,CL,5441.486,mg/L
C6C23,6,23,PW,12/ 1/2014 12:00,CL,5464.599,mg/L
C6C24,6,24,PW,09/ 7/2014 16:50,CL,5357,mg/L
C6C24,6,24,PW,09/15/2014 15:15,CL,6784,mg/L
C6C24,6,24,PW,09/23/2014 13:50,CL,6254,mg/L
C6C24,6,24,PW,09/29/2014 11:24,CL,6424,mg/L
C6C24,6,24,PW,10/ 5/2014 10:00,CL,5465,mg/L
C6C24,6,24,PW,10/13/2014 10:45,CL,5758,mg/L
C6C24,6,24,PW,10/20/2014 10:00,CL,11429,mg/L
C6C24,6,24,PW,10/27/2014 11:48,CL,5946,mg/L
C6C24,6,24,PW,11/ 3/2014 11:14,CL,5216,mg/L
C6C24,6,24,PW,11/10/2014 13:00,CL,5354,mg/L
C6C24,6,24,PW,11/17/2014 10:20,CL,5657,mg/L
C6C24,6,24,PW,11/23/2014 13:00,CL,5806.903,mg/L
C6C24,6,24,PW,12/ 1/2014 12:00,CL,5544.559,mg/L
C1C1,1,1,PW,09/ 7/2014 13:00,DOC,13.1,mg/L
C1C1,1,1,PW,09/15/2014 10:38,DOC,16.5,mg/L
C1C1,1,1,PW,09/21/2014 18:26,DOC,18.4,mg/L
C1C1,1,1,PW,09/29/2014 08:50,DOC,17.1,mg/L
C1C1,1,1,PW,10/ 5/2014 10:00,DOC,20.8,mg/L
C1C1,1,1,PW,10/13/2014 07:54,DOC,19.5,mg/L
C1C1,1,1,PW,10/20/2014 10:00,DOC,18.1,mg/L
C1C1,1,1,PW,10/27/2014 08:37,DOC,16.2,mg/L
C1C1,1,1,PW,11/ 3/2014 08:26,DOC,13.9,mg/L
C1C1,1,1,PW,11/10/2014 13:00,DOC,16.6,mg/L
C1C1,1,1,PW,11/17/2014 07:32,DOC,58.1,mg/L
C1C1,1,1,PW,11/23/2014 13:00,DOC,19.42,mg/L
C1C1,1,1,PW,12/ 1/2014 12:00,DOC,13.12,mg/L
C1C2,1,2,PW,09/ 7/2014 13:09,DOC,20,mg/L
C1C2,1,2,PW,09/15/2014 10:43,DOC,21.7,mg/L
C1C2,1,2,PW,09/21/2014 18:27,DOC,25.8,mg/L
C1C2,1,2,PW,09/29/2014 08:35,DOC,23.8,mg/L
C1C2,1,2,PW,10/ 5/2014 10:00,DOC,27,mg/L
C1C2,1,2,PW,10/13/2014 07:56,DOC,23.5,mg/L
C1C2,1,2,PW,10/20/2014 10:00,DOC,22.8,mg/L
C1C2,1,2,PW,10/27/2014 08:41,DOC,21.1,mg/L
C1C2,1,2,PW,11/ 3/2014 08:28,DOC,20.1,mg/L
C1C2,1,2,PW,11/10/2014 13:00,DOC,20.3,mg/L
C1C2,1,2,PW,11/17/2014 07:34,DOC,26.9,mg/L
C1C2,1,2,PW,11/23/2014 13:00,DOC,22.65,mg/L
C1C2,1,2,PW,12/ 1/2014 12:00,DOC,19.19,mg/L
C1C3,1,3,PW,09/ 7/2014 13:20,DOC,14.2,mg/L
C1C3,1,3,PW,09/15/2014 10:48,DOC,17.9,mg/L
C1C3,1,3,PW,09/21/2014 18:47,DOC,22.3,mg/L
C1C3,1,3,PW,09/29/2014 08:37,DOC,19.5,mg/L
C1C3,1,3,PW,10/ 5/2014 10:00,DOC,20.6,mg/L
C1C3,1,3,PW,10/13/2014 07:57,DOC,17.3,mg/L
C1C3,1,3,PW,10/20/2014 10:00,DOC,22.3,mg/L
C1C3,1,3,PW,10/27/2014 08:42,DOC,18.2,mg/L
C1C3,1,3,PW,11/ 3/2014 08:30,DOC,14.6,mg/L
C1C3,1,3,PW,11/10/2014 13:00,DOC,17,mg/L
C1C3,1,3,PW,11/17/2014 07:36,DOC,18.8,mg/L
C1C3,1,3,PW,11/23/2014 13:00,DOC,22.2,mg/L
C1C3,1,3,PW,12/ 1/2014 12:00,DOC,21.31,mg/L
C1C4,1,4,PW,09/ 7/2014 13:30,DOC,18.7,mg/L
C1C4,1,4,PW,09/15/2014 10:52,DOC,20.3,mg/L
C1C4,1,4,PW,09/21/2014 19:09,DOC,24.8,mg/L
C1C4,1,4,PW,09/29/2014 08:39,DOC,20.7,mg/L
C1C4,1,4,PW,10/ 5/2014 10:00,DOC,20.5,mg/L
C1C4,1,4,PW,10/13/2014 07:59,DOC,20.1,mg/L
C1C4,1,4,PW,10/20/2014 10:00,DOC,24.2,mg/L
C1C4,1,4,PW,10/27/2014 08:46,DOC,19.6,mg/L
C1C4,1,4,PW,11/ 3/2014 08:33,DOC,17.1,mg/L
C1C4,1,4,PW,11/10/2014 13:00,DOC,20.5,mg/L
C1C4,1,4,PW,11/17/2014 07:38,DOC,18.2,mg/L
C1C4,1,4,PW,11/23/2014 13:00,DOC,28.67,mg/L
C1C4,1,4,PW,12/ 1/2014 12:00,DOC,20.9,mg/L
C2C5,2,5,PW,09/ 7/2014 13:39,DOC,17,mg/L
C2C5,2,5,PW,09/15/2014 13:12,DOC,18,mg/L
C2C5,2,5,PW,09/21/2014 18:42,DOC,51.1,mg/L
C2C5,2,5,PW,09/29/2014 09:06,DOC,18.6,mg/L
C2C5,2,5,PW,10/ 5/2014 10:00,DOC,19.8,mg/L
C2C5,2,5,PW,10/13/2014 08:32,DOC,13.8,mg/L
C2C5,2,5,PW,10/20/2014 10:00,DOC,13.8,mg/L
C2C5,2,5,PW,10/27/2014 09:10,DOC,13.5,mg/L
C2C5,2,5,PW,11/ 3/2014 08:51,DOC,10.6,mg/L
C2C5,2,5,PW,11/10/2014 13:00,DOC,13.8,mg/L
C2C5,2,5,PW,11/17/2014 07:54,DOC,10.3,mg/L
C2C5,2,5,PW,11/23/2014 13:00,DOC,14.89,mg/L
C2C5,2,5,PW,12/ 1/2014 12:00,DOC,15.25,mg/L
C2C6,2,6,PW,09/ 7/2014 13:50,DOC,14.2,mg/L
C2C6,2,6,PW,09/15/2014 13:18,DOC,16.2,mg/L
C2C6,2,6,PW,09/21/2014 18:45,DOC,17.8,mg/L
C2C6,2,6,PW,09/29/2014 09:06,DOC,15.3,mg/L
C2C6,2,6,PW,10/ 5/2014 10:00,DOC,17.2,mg/L
C2C6,2,6,PW,10/13/2014 08:33,DOC,20,mg/L
C2C6,2,6,PW,10/20/2014 10:00,DOC,17.5,mg/L
C2C6,2,6,PW,10/27/2014 09:13,DOC,11.8,mg/L
C2C6,2,6,PW,11/ 3/2014 08:53,DOC,10.8,mg/L
C2C6,2,6,PW,11/10/2014 13:00,DOC,12.9,mg/L
C2C6,2,6,PW,11/17/2014 07:56,DOC,14.6,mg/L
C2C6,2,6,PW,11/23/2014 13:00,DOC,13.98,mg/L
C2C6,2,6,PW,12/ 1/2014 12:00,DOC,15.39,mg/L
C2C7,2,7,PW,09/ 7/2014 13:59,DOC,23.8,mg/L
C2C7,2,7,PW,09/15/2014 13:27,DOC,14.5,mg/L
C2C7,2,7,PW,09/21/2014 19:03,DOC,39.7,mg/L
C2C7,2,7,PW,09/29/2014 09:09,DOC,12.4,mg/L
C2C7,2,7,PW,10/ 5/2014 10:00,DOC,11.4,mg/L
C2C7,2,7,PW,10/13/2014 08:35,DOC,30.4,mg/L
C2C7,2,7,PW,10/20/2014 10:00,DOC,15.2,mg/L
C2C7,2,7,PW,10/27/2014 09:15,DOC,12.1,mg/L
C2C7,2,7,PW,11/ 3/2014 08:55,DOC,10.2,mg/L
C2C7,2,7,PW,11/10/2014 13:00,DOC,10.8,mg/L
C2C7,2,7,PW,11/17/2014 07:57,DOC,12.4,mg/L
C2C7,2,7,PW,11/23/2014 13:00,DOC,27.21,mg/L
C2C7,2,7,PW,12/ 1/2014 12:00,DOC,16.35,mg/L
C2C8,2,8,PW,09/ 7/2014 14:10,DOC,32.7,mg/L
C2C8,2,8,PW,09/15/2014 13:30,DOC,36.5,mg/L
C2C8,2,8,PW,09/21/2014 19:05,DOC,15,mg/L
C2C8,2,8,PW,09/29/2014 09:11,DOC,32.9,mg/L
C2C8,2,8,PW,10/ 5/2014 10:00,DOC,34.7,mg/L
C2C8,2,8,PW,10/13/2014 08:37,DOC,11.9,mg/L
C2C8,2,8,PW,10/20/2014 10:00,DOC,25.6,mg/L
C2C8,2,8,PW,10/27/2014 09:18,DOC,26.3,mg/L
C2C8,2,8,PW,11/ 3/2014 08:57,DOC,23.4,mg/L
C2C8,2,8,PW,11/10/2014 13:00,DOC,25.8,mg/L
C2C8,2,8,PW,11/17/2014 07:59,DOC,22.2,mg/L
C2C8,2,8,PW,11/23/2014 13:00,DOC,16.31,mg/L
C2C8,2,8,PW,12/ 1/2014 12:00,DOC,24.33,mg/L
C3C10,3,10,PW,09/ 7/2014 14:30,DOC,14.1,mg/L
C3C10,3,10,PW,09/15/2014 13:59,DOC,18.1,mg/L
C3C10,3,10,PW,09/21/2014 19:27,DOC,20.4,mg/L
C3C10,3,10,PW,09/29/2014 09:33,DOC,15.6,mg/L
C3C10,3,10,PW,10/ 5/2014 10:00,DOC,17.5,mg/L
C3C10,3,10,PW,10/13/2014 08:57,DOC,16,mg/L
C3C10,3,10,PW,10/20/2014 10:00,DOC,17.4,mg/L
C3C10,3,10,PW,10/27/2014 09:40,DOC,14.6,mg/L
C3C10,3,10,PW,11/ 3/2014 09:17,DOC,13.5,mg/L
C3C10,3,10,PW,11/10/2014 13:00,DOC,14.9,mg/L
C3C10,3,10,PW,11/17/2014 08:21,DOC,91.2,mg/L
C3C10,3,10,PW,11/23/2014 13:00,DOC,16.11,mg/L
C3C10,3,10,PW,12/ 1/2014 12:00,DOC,13.02,mg/L
C3C11,3,11,PW,09/ 7/2014 14:39,DOC,13.5,mg/L
C3C11,3,11,PW,09/15/2014 14:01,DOC,17.7,mg/L
C3C11,3,11,PW,09/21/2014 19:39,DOC,17.5,mg/L
C3C11,3,11,PW,09/29/2014 09:35,DOC,15,mg/L
C3C11,3,11,PW,10/ 5/2014 10:00,DOC,14.8,mg/L
C3C11,3,11,PW,10/13/2014 08:59,DOC,15.6,mg/L
C3C11,3,11,PW,10/20/2014 10:00,DOC,15.6,mg/L
C3C11,3,11,PW,10/27/2014 09:42,DOC,15.1,mg/L
C3C11,3,11,PW,11/ 3/2014 09:20,DOC,14.3,mg/L
C3C11,3,11,PW,11/10/2014 13:00,DOC,15.5,mg/L
C3C11,3,11,PW,11/17/2014 08:24,DOC,16.3,mg/L
C3C11,3,11,PW,11/23/2014 13:00,DOC,15.75,mg/L
C3C11,3,11,PW,12/ 1/2014 12:00,DOC,16.68,mg/L
C3C12,3,12,PW,09/ 7/2014 14:50,DOC,13.9,mg/L
C3C12,3,12,PW,09/15/2014 14:06,DOC,17.8,mg/L
C3C12,3,12,PW,09/22/2014 07:54,DOC,43.3,mg/L
C3C12,3,12,PW,09/29/2014 09:36,DOC,19.4,mg/L
C3C12,3,12,PW,10/ 5/2014 10:00,DOC,18.5,mg/L
C3C12,3,12,PW,10/13/2014 09:01,DOC,17.5,mg/L
C3C12,3,12,PW,10/20/2014 10:00,DOC,17,mg/L
C3C12,3,12,PW,10/27/2014 09:45,DOC,18.4,mg/L
C3C12,3,12,PW,11/ 3/2014 09:22,DOC,17.5,mg/L
C3C12,3,12,PW,11/10/2014 13:00,DOC,18.4,mg/L
C3C12,3,12,PW,11/17/2014 08:26,DOC,17.1,mg/L
C3C12,3,12,PW,11/23/2014 13:00,DOC,21.52,mg/L
C3C12,3,12,PW,12/ 1/2014 12:00,DOC,19.46,mg/L
C3C9,3,9,PW,09/ 7/2014 14:19,DOC,18.8,mg/L
C3C9,3,9,PW,09/15/2014 13:54,DOC,20,mg/L
C3C9,3,9,PW,09/21/2014 19:56,DOC,18.6,mg/L
C3C9,3,9,PW,09/29/2014 09:31,DOC,22.9,mg/L
C3C9,3,9,PW,10/ 5/2014 10:00,DOC,22.7,mg/L
C3C9,3,9,PW,10/13/2014 08:55,DOC,20.2,mg/L
C3C9,3,9,PW,10/20/2014 10:00,DOC,22.2,mg/L
C3C9,3,9,PW,10/27/2014 09:38,DOC,18.1,mg/L
C3C9,3,9,PW,11/ 3/2014 09:13,DOC,15.8,mg/L
C3C9,3,9,PW,11/10/2014 13:00,DOC,21.2,mg/L
C3C9,3,9,PW,11/17/2014 08:19,DOC,19,mg/L
C3C9,3,9,PW,11/23/2014 13:00,DOC,20.12,mg/L
C3C9,3,9,PW,12/ 1/2014 12:00,DOC,19.09,mg/L
C4C13,4,13,PW,09/ 7/2014 15:00,DOC,15.9,mg/L
C4C13,4,13,PW,09/15/2014 14:10,DOC,22.1,mg/L
C4C13,4,13,PW,09/21/2014 19:32,DOC,21.3,mg/L
