"","CORE","TRT","STATION","CRYPT","SWPW","COLLECT_DATE","TEST_NAME","VALUE","UNITS"
"289",3,"elevinun","C1C3",1,"PW","10/20/2014 10:00","SO4",1611,"mg/L"
"290",3,"elevinun","C1C3",1,"PW","10/27/2014 08:42","NOX",0.005,"mg/L"
"291",3,"elevinun","C1C3",1,"PW","10/ 5/2014 10:00","TDN",1.36,"mg/L"
"292",3,"elevinun","C1C3",1,"PW","10/27/2014 08:42","TDN",1.36,"mg/L"
"293",3,"elevinun","C1C3",1,"PW","11/ 3/2014 08:30","TDN",1.16,"mg/L"
"294",3,"elevinun","C1C3",1,"PW","10/13/2014 07:57","TDN",1.28,"mg/L"
"295",3,"elevinun","C1C3",1,"PW","09/21/2014 18:47","TDN",1.5,"mg/L"
"296",3,"elevinun","C1C3",1,"PW","10/20/2014 10:00","ALKA",74,"mg/L"
"297",3,"elevinun","C1C3",1,"PW","10/27/2014 08:42","ALKA",152,"mg/L"
"298",3,"elevinun","C1C3",1,"PW","09/ 7/2014 13:20","ALKA",134,"mg/L"
"299",3,"elevinun","C1C3",1,"PW","09/ 7/2014 13:20","Salinity",22,"ppt"
"300",3,"elevinun","C1C3",1,"PW","10/13/2014 07:57","ALKA",138,"mg/L"
"301",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","LPH",7.22,"pH Units"
"302",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","LPH",7.59,"pH Units"
"303",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","ALKA",53,"mg/L"
"304",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","SO4",1593.432,"mg/L"
"305",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","ALKA",128,"mg/L"
"306",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","LPH",7.67,"pH Units"
"307",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","NH4",0.566,"mg/L"
"308",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","ALKA",144,"mg/L"
"309",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","NH4",0.412,"mg/L"
"310",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","LPH",7.58,"pH Units"
"311",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","ALKA",136,"mg/L"
"312",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","ALKA",98,"mg/L"
"313",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","LPH",7.51,"pH Units"
"314",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","SO4",1633,"mg/L"
"315",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","DOC",18.7,"mg/L"
"316",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","TDN",1.44,"mg/L"
"317",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","DOC",17.1,"mg/L"
"318",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","NH4",0.284,"mg/L"
"319",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","LPH",7.61,"pH Units"
"320",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","NH4",0.506,"mg/L"
"321",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","NH4",0.489,"mg/L"
"322",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","ALKA",142,"mg/L"
"323",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","DOC",20.9,"mg/L"
"324",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","TDN",1.34,"mg/L"
"325",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","DOC",28.67,"mg/L"
"326",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","DOC",19.6,"mg/L"
"327",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","ALKA",132,"mg/L"
"328",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","SO4",1584,"mg/L"
"329",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","SO4",1689,"mg/L"
"330",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","SO4",1584.141,"mg/L"
"331",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","NH4",0.617,"mg/L"
"332",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","ALKA",140,"mg/L"
"333",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","NOX",0.005,"mg/L"
"334",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","ALKA",132,"mg/L"
"335",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","DOC",20.5,"mg/L"
"336",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","TDN",1.17,"mg/L"
"337",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","LPH",6.73,"pH Units"
"338",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","TDN",1.33,"mg/L"
"339",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","CL",11584,"mg/L"
"340",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","LPH",7.17,"pH Units"
"341",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","SO4",1866,"mg/L"
"342",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","Salinity",22,"ppt"
"343",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","DOC",20.3,"mg/L"
"344",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","ALKA",143,"mg/L"
"345",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","NOX",0.005,"mg/L"
"346",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","NOX",0.005,"mg/L"
"347",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","DOC",18.2,"mg/L"
"348",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","TDN",1.247,"mg/L"
"349",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","LPH",7.46,"pH Units"
"350",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","NH4",0.308,"mg/L"
"351",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","NOX",0.005,"mg/L"
"352",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","LPH",7.44,"pH Units"
"353",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","SO4",1614,"mg/L"
"354",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","ALKA",113.37,"mg/L"
"355",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","ALKA",132,"mg/L"
"356",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","TDN",1.29,"mg/L"
"357",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","NH4",0.602,"mg/L"
"358",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","TDN",1.22,"mg/L"
"359",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","NH4",0.775,"mg/L"
"360",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","LPH",7.44,"pH Units"
"361",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","NH4",0.953,"mg/L"
"362",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","DOC",24.2,"mg/L"
"363",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","DOC",20.7,"mg/L"
"364",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","DOC",20.5,"mg/L"
"365",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","TDN",1.23,"mg/L"
"366",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","NOX",0.005,"mg/L"
"367",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","SO4",1699,"mg/L"
"368",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","LPH",7.13,"pH Units"
"369",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","SO4",1872,"mg/L"
"370",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","TDN",1.16,"mg/L"
"371",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","DOC",24.8,"mg/L"
"372",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","CL",11818,"mg/L"
"373",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","NH4",0.563,"mg/L"
"374",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","NOX",0.005,"mg/L"
"375",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","CL",12568,"mg/L"
"376",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","CL",11267,"mg/L"
"377",4,"elevcont","C1C4",1,"PW","12/ 1/2014 12:00","CL",10993.721,"mg/L"
"378",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","LPH",7.75,"pH Units"
"379",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","CL",11333.325,"mg/L"
"380",4,"elevcont","C1C4",1,"PW","10/20/2014 10:00","NOX",0.008,"mg/L"
"381",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","ALKA",136.6,"mg/L"
"382",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","SO4",1418,"mg/L"
"383",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","TDN",1.06,"mg/L"
"384",4,"elevcont","C1C4",1,"PW","09/15/2014 10:52","CL",13800,"mg/L"
"385",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","CL",11658,"mg/L"
"386",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","TDN",1.61,"mg/L"
"387",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","CL",10896,"mg/L"
"388",4,"elevcont","C1C4",1,"PW","11/23/2014 13:00","TDN",1.353,"mg/L"
"389",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","SO4",1428,"mg/L"
"390",4,"elevcont","C1C4",1,"PW","11/ 3/2014 08:33","CL",11412,"mg/L"
"391",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","NOX",0.067,"mg/L"
"392",4,"elevcont","C1C4",1,"PW","10/ 5/2014 10:00","NOX",0.006,"mg/L"
"393",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","TDN",1.25,"mg/L"
"394",4,"elevcont","C1C4",1,"PW","11/10/2014 13:00","CL",11927,"mg/L"
"395",4,"elevcont","C1C4",1,"PW","10/27/2014 08:46","CL",12046,"mg/L"
"396",4,"elevcont","C1C4",1,"PW","11/17/2014 07:38","CL",12142,"mg/L"
"397",4,"elevcont","C1C4",1,"PW","10/13/2014 07:59","DOC",20.1,"mg/L"
"398",4,"elevcont","C1C4",1,"PW","09/21/2014 19:09","SO4",1615,"mg/L"
"399",4,"elevcont","C1C4",1,"PW","09/29/2014 08:39","NOX",0.005,"mg/L"
"400",4,"elevcont","C1C4",1,"PW","09/ 7/2014 13:30","SO4",1574,"mg/L"
"401",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","DOC",19.8,"mg/L"
"402",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","CL",5285,"mg/L"
"403",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","DOC",18.6,"mg/L"
"404",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","LPH",7.52,"pH Units"
"405",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","SO4",763.98,"mg/L"
"406",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","LPH",7.56,"pH Units"
"407",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","LPH",7.63,"pH Units"
"408",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","TDN",0.842,"mg/L"
"409",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","SO4",882.775,"mg/L"
"410",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","LPH",7.25,"pH Units"
"411",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","ALKA",147,"mg/L"
"412",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","CL",5590,"mg/L"
"413",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","NOX",0.005,"mg/L"
"414",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","DOC",18,"mg/L"
"415",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","DOC",51.1,"mg/L"
"416",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","TDN",0.668,"mg/L"
"417",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","DOC",13.8,"mg/L"
"418",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","CL",5587.74,"mg/L"
"419",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","TDN",0.883,"mg/L"
"420",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","NOX",0.005,"mg/L"
"421",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","SO4",784,"mg/L"
"422",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","LPH",7.46,"pH Units"
"423",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","CL",5690.543,"mg/L"
"424",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","CL",6006,"mg/L"
"425",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","ALKA",142,"mg/L"
"426",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","NOX",0.015,"mg/L"
"427",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","NH4",0.258,"mg/L"
"428",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","TDN",0.96,"mg/L"
"429",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","CL",5772,"mg/L"
"430",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","SO4",834,"mg/L"
"431",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","NH4",0.227,"mg/L"
"432",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","NOX",0.005,"mg/L"
"433",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","SO4",783,"mg/L"
"434",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","DOC",17,"mg/L"
"435",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","NH4",0.439,"mg/L"
"436",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","ALKA",143,"mg/L"
"437",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","NOX",0.005,"mg/L"
"438",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","LPH",7.82,"pH Units"
"439",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","ALKA",147,"mg/L"
"440",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","TDN",0.633,"mg/L"
"441",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","NOX",0.005,"mg/L"
"442",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","DOC",10.3,"mg/L"
"443",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","NOX",0.005,"mg/L"
"444",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","CL",5770,"mg/L"
"445",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","LPH",7.76,"pH Units"
"446",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","LPH",7.92,"pH Units"
"447",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","SO4",755,"mg/L"
"448",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","ALKA",161,"mg/L"
"449",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","TDN",1.19,"mg/L"
"450",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","TDN",0.716,"mg/L"
"451",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","DOC",13.8,"mg/L"
"452",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","TDN",0.894,"mg/L"
"453",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","ALKA",138,"mg/L"
"454",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","DOC",15.25,"mg/L"
"455",5,"ambcont","C2C5",2,"PW","12/ 1/2014 12:00","ALKA",116.35,"mg/L"
"456",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","NH4",0.228,"mg/L"
"457",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","NH4",0.575,"mg/L"
"458",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","NOX",0.005,"mg/L"
"459",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","NOX",0.093,"mg/L"
"460",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","TDN",0.79,"mg/L"
"461",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","LPH",7.77,"pH Units"
"462",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","SO4",1173,"mg/L"
"463",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","DOC",14.89,"mg/L"
"464",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","NH4",0.438,"mg/L"
"465",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","ALKA",137,"mg/L"
"466",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","TDN",1.03,"mg/L"
"467",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","LPH",6.54,"pH Units"
"468",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","NH4",0.323,"mg/L"
"469",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","Salinity",11,"ppt"
"470",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","CL",5818,"mg/L"
"471",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","ALKA",33,"mg/L"
"472",5,"ambcont","C2C5",2,"PW","11/17/2014 07:54","ALKA",146,"mg/L"
"473",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","NOX",0.045,"mg/L"
"474",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","DOC",13.8,"mg/L"
"475",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","SO4",782,"mg/L"
"476",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","TDN",1.15,"mg/L"
"477",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","LPH",7.6,"pH Units"
"478",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","CL",5624,"mg/L"
"479",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","ALKA",64,"mg/L"
"480",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","CL",5725,"mg/L"
"481",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","TDN",1.34,"mg/L"
"482",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","NH4",0.417,"mg/L"
"483",5,"ambcont","C2C5",2,"PW","11/23/2014 13:00","ALKA",137.3,"mg/L"
"484",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","LPH",7.66,"pH Units"
"485",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","ALKA",156,"mg/L"
"486",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","CL",5450,"mg/L"
"487",5,"ambcont","C2C5",2,"PW","09/29/2014 09:06","SO4",680,"mg/L"
"488",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","NH4",0.357,"mg/L"
"489",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","TDN",1.12,"mg/L"
"490",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","NH4",0.174,"mg/L"
"491",5,"ambcont","C2C5",2,"PW","11/10/2014 13:00","NH4",0.242,"mg/L"
"492",5,"ambcont","C2C5",2,"PW","11/ 3/2014 08:51","DOC",10.6,"mg/L"
"493",5,"ambcont","C2C5",2,"PW","10/27/2014 09:10","DOC",13.5,"mg/L"
"494",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","LPH",7.36,"pH Units"
"495",5,"ambcont","C2C5",2,"PW","10/ 5/2014 10:00","CL",6616,"mg/L"
"496",5,"ambcont","C2C5",2,"PW","09/15/2014 13:12","SO4",715,"mg/L"
"497",5,"ambcont","C2C5",2,"PW","09/ 7/2014 13:39","SO4",796,"mg/L"
"498",5,"ambcont","C2C5",2,"PW","09/21/2014 18:42","SO4",915,"mg/L"
"499",5,"ambcont","C2C5",2,"PW","10/20/2014 10:00","SO4",756,"mg/L"
"500",5,"ambcont","C2C5",2,"PW","10/13/2014 08:32","CL",5955,"mg/L"
"501",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","DOC",17.8,"mg/L"
"502",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","NOX",0.005,"mg/L"
"503",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","CL",5459.919,"mg/L"
"504",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","CL",6268,"mg/L"
"505",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","DOC",16.2,"mg/L"
"506",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","CL",5531,"mg/L"
"507",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","CL",5452,"mg/L"
"508",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","LPH",7.28,"pH Units"
"509",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","CL",5435,"mg/L"
"510",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","ALKA",112.7,"mg/L"
"511",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","DOC",15.3,"mg/L"
"512",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","NH4",0.246,"mg/L"
"513",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","Salinity",11,"ppt"
"514",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","DOC",14.2,"mg/L"
"515",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","NH4",0.105,"mg/L"
"516",6,"ambinun","C2C6",2,"PW","10/20/2014 10:00","CL",5578,"mg/L"
"517",6,"ambinun","C2C6",2,"PW","10/27/2014 09:13","CL",6288,"mg/L"
"518",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","TDN",0.597,"mg/L"
"519",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","DOC",17.2,"mg/L"
"520",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","NOX",0.005,"mg/L"
"521",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","CL",6074,"mg/L"
"522",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","CL",5516.601,"mg/L"
"523",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","NH4",0.415,"mg/L"
"524",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","ALKA",123.92,"mg/L"
"525",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","CL",5938,"mg/L"
"526",6,"ambinun","C2C6",2,"PW","10/20/2014 10:00","NH4",0.233,"mg/L"
"527",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","CL",5688,"mg/L"
"528",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","SO4",823,"mg/L"
"529",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","NH4",0.226,"mg/L"
"530",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","CL",5776,"mg/L"
"531",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","LPH",7.22,"pH Units"
"532",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","SO4",820,"mg/L"
"533",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","SO4",1048,"mg/L"
"534",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","TDN",0.975,"mg/L"
"535",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","ALKA",33,"mg/L"
"536",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","SO4",664,"mg/L"
"537",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","SO4",769,"mg/L"
"538",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","LPH",6.5,"pH Units"
"539",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","SO4",744,"mg/L"
"540",6,"ambinun","C2C6",2,"PW","11/10/2014 13:00","SO4",749,"mg/L"
"541",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","LPH",7.21,"pH Units"
"542",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","DOC",13.98,"mg/L"
"543",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","DOC",15.39,"mg/L"
"544",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","NH4",0.353,"mg/L"
"545",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","LPH",7.46,"pH Units"
"546",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","SO4",812,"mg/L"
"547",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","ALKA",132,"mg/L"
"548",6,"ambinun","C2C6",2,"PW","10/27/2014 09:13","ALKA",153,"mg/L"
"549",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","ALKA",147,"mg/L"
"550",6,"ambinun","C2C6",2,"PW","10/27/2014 09:13","LPH",7.72,"pH Units"
"551",6,"ambinun","C2C6",2,"PW","10/27/2014 09:13","SO4",857,"mg/L"
"552",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","CL",5893,"mg/L"
"553",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","LPH",7.73,"pH Units"
"554",6,"ambinun","C2C6",2,"PW","10/27/2014 09:13","NH4",0.241,"mg/L"
"555",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","ALKA",105,"mg/L"
"556",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","SO4",840.744,"mg/L"
"557",6,"ambinun","C2C6",2,"PW","12/ 1/2014 12:00","SO4",753.908,"mg/L"
"558",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","TDN",0.628,"mg/L"
"559",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","TDN",0.845,"mg/L"
"560",6,"ambinun","C2C6",2,"PW","11/23/2014 13:00","TDN",0.75,"mg/L"
"561",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","ALKA",134,"mg/L"
"562",6,"ambinun","C2C6",2,"PW","09/15/2014 13:18","NH4",0.37,"mg/L"
"563",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","DOC",20,"mg/L"
"564",6,"ambinun","C2C6",2,"PW","11/ 3/2014 08:53","LPH",7.84,"pH Units"
"565",6,"ambinun","C2C6",2,"PW","09/21/2014 18:45","NOX",0.018,"mg/L"
"566",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","NH4",0.376,"mg/L"
"567",6,"ambinun","C2C6",2,"PW","09/ 7/2014 13:50","ALKA",155,"mg/L"
"568",6,"ambinun","C2C6",2,"PW","11/17/2014 07:56","DOC",14.6,"mg/L"
"569",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","TDN",0.932,"mg/L"
"570",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","TDN",0.928,"mg/L"
"571",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","ALKA",141,"mg/L"
"572",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","ALKA",152,"mg/L"
"573",6,"ambinun","C2C6",2,"PW","10/20/2014 10:00","ALKA",62,"mg/L"
"574",6,"ambinun","C2C6",2,"PW","09/29/2014 09:06","NH4",0.242,"mg/L"
"575",6,"ambinun","C2C6",2,"PW","10/ 5/2014 10:00","LPH",7.72,"pH Units"
"576",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","LPH",7.7,"pH Units"
"577",6,"ambinun","C2C6",2,"PW","10/20/2014 10:00","LPH",6.82,"pH Units"
"578",6,"ambinun","C2C6",2,"PW","10/13/2014 08:33","NOX",0.02,"mg/L"
